Dataset,Class,Adaboost,Random Forest,kNN,SVM,Multinomial NB,Logistic Regression,Transformer,Mean,Complexity Class
AT_and_CM_and_DFG_and_DT_and_NYR_10_and_SDC_and_TE,NYR_10,0.9906347554630592,0.987408184679958,0.7536231884057971,0.996352266805628,0.6700804681784931,0.9958333333333332,0.998443175921121,0.9131964818267699,4
AT_and_CM_and_DFG_and_DT_and_NYR_10_and_SDC_and_TE,SDC,0.9864911673016972,0.9886870071991772,0.8749999999999999,0.9917241379310344,0.899337330388135,0.9941318605453918,0.9962134251290876,0.9616549897849318,4
AT_and_CM_and_DFG_and_DT_and_NYR_10_and_SDC_and_TE,TE,0.858271322266743,0.9154872624342902,0.7051491622394769,0.9633391132028734,0.8365432098765432,0.9718771246677792,0.9868007542426148,0.8910668498471886,4
AT_and_ClassicLit,AT,0.9978437551832808,0.9955112219451372,0.4018940909697212,0.997677504976775,0.9831891627223764,0.9980086292731496,0.9996685449121644,0.9105418442832293,4
AT_and_ClassicLit,ClassicLit,0.999433921184411,0.9988250141433485,0.3594285714285714,0.9993904032047376,0.9954956924826168,0.9994775339602924,0.9999128919860628,0.9074234326271488,4
CM,Action,0.7575757575757577,0.9137931034482758,0.2589928057553957,0.9012875536480688,0.7941176470588235,0.9090909090909092,0.9583333333333334,0.7847415871300806,4
CM,Dialogue,0.9047619047619048,0.9230769230769232,0.0881670533642691,0.9230769230769232,0.6440677966101694,0.9230769230769232,1.0,0.7723182177095875,4
CM,Exclude,0.0,1.0,0.0,1.0,0.0869565217391304,1.0,1.0,0.5838509316770187,3
CM,Information,0.8934817170111288,0.9683257918552036,0.1808219178082191,0.9637462235649544,0.8487972508591065,0.966867469879518,0.948170731707317,0.8243158718122068,4
CM_and_AT,AT,0.999155262713296,0.9912985274431058,0.917738187451588,0.9988197605800032,0.9916737468139336,0.9976415094339623,0.99966239027684,0.9851413406732469,4
CM_and_AT,CM,0.995787700084246,0.9539823008849558,0.184331797235023,0.9940425531914894,0.9598689598689598,0.9880341880341882,0.9983079526226736,0.8677650645602194,4
CM_and_DFG,CM,0.9843878389482336,0.9851485148514852,0.1812688821752265,0.9718670076726342,0.9419152276295134,0.9718189581554229,1.0,0.8623437756332165,4
CM_and_DFG,DFG,0.9959974720876345,0.9962121212121212,0.8977744247453792,0.9931120851596744,0.9842217484008527,0.9931149593156688,1.0,0.9800618301316187,4
ClassicLit,bronte,0.4583103257868581,0.2678751258811682,0.0489977728285077,0.6485310119695321,0.7106854838709677,0.7467811158798283,0.7541478129713424,0.5193326641697434,2
ClassicLit,shakespeare,0.873391060145097,0.9077910709074992,0.7519389094380146,0.9353618161753114,0.957516080362106,0.9602171384257464,0.9773101986339012,0.9090751820125252,4
ClassicLit,tolstoy,0.7922027290448344,0.8408091468777484,0.3882798485150489,0.8791747259832365,0.9254683140693504,0.919933170543632,0.9416414174680542,0.8125013360717006,4
ClassicLit,wells,0.5215252152521526,0.1087866108786611,0.0216919739696312,0.6728754365541327,0.7079303675048356,0.7340553549939831,0.7892813641900123,0.5080209033347727,2
ClassicLit_and_CM,CM,0.9301121656600516,0.9234875444839858,0.2153392330383481,0.969335604770017,0.9453125,0.9604810996563572,1.0,0.8491525925155371,4
ClassicLit_and_CM,ClassicLit,0.9965123789020452,0.9963026655202064,0.9775584240276723,0.9984489444205084,0.9969702216066482,0.9980189491817398,1.0,0.9948302262369743,4
ClassicLit_and_DFG,ClassicLit,0.9995706311721768,0.9987557386192988,0.8566576086956522,0.9993131868131868,0.9975036584316088,0.9990987511265612,1.0,0.9786999392654978,4
ClassicLit_and_DFG,DFG,0.997808939526731,0.9936221684627228,0.5923268009936516,0.9964896884598508,0.9874458874458876,0.9953876564902262,1.0,0.9375830201970101,4
ClassicLit_and_LMRC,ClassicLit,0.9947048611111112,0.9958365860005204,0.6961122196021525,0.9982655450524672,0.9883271897489906,0.9986119545415112,0.99934893007509,0.9530296123045491,4
ClassicLit_and_LMRC,LMRC,0.9939297442531596,0.9952191235059762,0.0007952286282306,0.9980075712293284,0.986928746928747,0.998406691894045,0.9992536942136424,0.8532201143790186,4
ClassicLit_and_RS,ClassicLit,0.9879217709004944,0.9871215351812366,0.3030258627005641,0.9912833347717268,0.980495288187596,0.9942375505289412,0.9973651246166472,0.8916357809838866,4
ClassicLit_and_RS,RS,0.7381174277726003,0.6599099099099098,0.1100196463654224,0.8264604810996564,0.7078135259356533,0.8763837638376384,0.9486099410278012,0.6953306708498116,3
ClassicLit_and_SST,ClassicLit,0.9505072783414203,0.94213058419244,0.0108761329305135,0.9733239113152548,0.8694229964626679,0.9817941370949966,0.9946025942369636,0.8175225192248937,4
ClassicLit_and_SST,SST,0.9883329173945596,0.986981126240813,0.8931591657109825,0.9937211526466796,0.9629053345867504,0.9957047622019072,0.9987065008762414,0.9742158513797048,4
ClassicLit_and_TE,ClassicLit,0.9543353350326176,0.9563776918829376,0.2039038805505871,0.9659607305153048,0.9852960200077616,0.9779955303421006,0.9939933451449808,0.8625517904966129,4
ClassicLit_and_TE,TE,0.9339003189293978,0.9341455594741904,0.6104494082727653,0.9497849734378953,0.9786166677117952,0.9677378701953372,0.9913108707882728,0.9094208098299505,4
DB_PEDIA_0_1,Album,0.9509803921568628,0.9669260700389104,0.1510128913443831,0.9831181727904666,0.9190207156308852,0.9860279441117764,0.995991983967936,0.8504397385773171,4
DB_PEDIA_0_1,Animal,0.7308085977482087,0.9544072948328268,0.5673352435530087,0.982982982982983,0.9849548645937812,0.98,0.9970089730807578,0.8853568509702238,4
DB_PEDIA_0_1,Artist,0.6317073170731707,0.9425981873111784,0.0352941176470588,0.9596774193548387,0.8656410256410256,0.967032967032967,0.981818181818182,0.7691098879826317,4
DB_PEDIA_0_1,Athlete,0.870722433460076,0.9848637739656912,0.236331569664903,0.9899799599198396,0.9849849849849848,0.9919678714859438,0.992063492063492,0.8644162979349901,4
DB_PEDIA_0_1,Building,0.6422018348623852,0.9415384615384615,0.2179261862917398,0.9532338308457712,0.9161676646706588,0.9608826479438316,0.9769769769769768,0.8012753718756892,4
DB_PEDIA_0_1,Company,0.6357199055861527,0.910010111223458,0.1415929203539823,0.943661971830986,0.8823529411764706,0.944,0.971086739780658,0.7754892271359581,4
DB_PEDIA_0_1,EducationalInstitution,0.6885245901639343,0.95906432748538,0.5512820512820512,0.976,0.9524752475247524,0.9809809809809812,0.984,0.8703324567767285,4
DB_PEDIA_0_1,Film,0.9613034623217922,0.9787664307381194,0.0988593155893536,0.986,0.9608040201005024,0.982982982982983,0.9929929929929928,0.851672743532249,4
DB_PEDIA_0_1,MeanOfTransportation,0.7657266811279827,0.9625246548323472,0.2638888888888889,0.9820717131474104,0.9684418145956608,0.9810568295114656,0.995014955134596,0.8455322196054788,4
DB_PEDIA_0_1,NaturalPlace,0.8329938900203666,0.9741035856573704,0.6722488038277512,0.986,0.97,0.987012987012987,0.9959839357429718,0.9169061717516352,4
DB_PEDIA_0_1,OfficeHolder,0.7848990342405618,0.9672293942403178,0.1748673861349917,0.967032967032967,0.9487179487179488,0.977022977022977,0.9870646766169152,0.8295477691438113,4
DB_PEDIA_0_1,Plant,0.7407407407407408,0.9560878243512974,0.4629349470499243,0.984,0.987012987012987,0.9810189810189808,0.997995991983968,0.872827353165414,4
DB_PEDIA_0_1,Village,0.9771598808341608,0.9929648241206028,0.5498575498575499,0.992,0.9785495403472932,0.994,0.997995991983968,0.9260753981633678,4
DFG,negative,0.6317581949765858,0.6700271423032184,0.3047473200612557,0.6485218207414358,0.4735449735449736,0.6787823716492504,0.7018072289156626,0.5870270074560546,3
DFG,neutral,0.4367606915377615,0.5049594229035167,0.1567489114658926,0.5282093213409649,0.5446735395189004,0.5472972972972973,0.6499261447562777,0.48122504697437307,2
DFG,positive,0.3833718244803695,0.359882005899705,0.2151958470976875,0.4228329809725158,0.3773584905660377,0.4101479915433403,0.5010351966873706,0.3814034767495752,2
DFG,slighly_negative,0.2127659574468085,0.0994475138121546,0.0348837209302325,0.2825278810408922,0.2051282051282051,0.2753036437246963,0.2297872340425532,0.19140630801793465,1
DFG,slightly_positive,0.4399999999999999,0.4763779527559055,0.3069767441860465,0.5258064516129033,0.5259165613147914,0.5400981996726677,0.6656441717791411,0.49726001161735073,2
DFG_and_AT,AT,0.999130585985046,0.9982644914960084,0.7333928343746016,0.9998261171970092,0.99048936538129,0.9998261171970092,1.0,0.9601327873758521,4
DFG_and_AT,DFG,0.9989628707736984,0.997920997920998,0.2337852693294247,0.9997925741547397,0.9885153476717478,0.9997925741547397,1.0,0.8883956620007641,4
DFG_and_ATIS_Int,ATIS_Int,0.9981900452488688,0.9997734994337486,0.6835991946724486,0.9995471014492754,0.9968383017163504,1.0,1.0,0.9539925917886702,4
DFG_and_ATIS_Int,DFG,0.998274374460742,0.999784529196294,0.2139284340130819,0.9995689655172414,0.9969749351771824,1.0,1.0,0.8869330340520774,4
DT,Not_Relevant,0.7880715705765409,0.8402282453637661,0.7748079877112136,0.8021849395239954,0.8125,0.8280890253261705,0.8782673637042568,0.8177355903151348,4
DT,Relevant,0.7085839256424276,0.7090909090909091,0.3269054178145087,0.7153284671532846,0.7389867841409691,0.7422324510932106,0.8043217286914767,0.6779213833752552,3
DT_and_AT,AT,0.9986577181208054,0.974484789008832,0.7789831394588943,0.9986581683998658,0.9739015526924348,0.99916149589133,0.9998322429122632,0.9605255866406323,4
DT_and_AT,DT,0.9981132075471698,0.9618208516886932,0.3366025892506865,0.998112317130722,0.9618909792571152,0.9988199197545432,0.9997640953054966,0.8935891371334895,4
DT_and_ATIS_Int,ATIS_Int,0.9965651476986488,0.9979409746053536,0.7108433734939759,0.9965761241725632,0.9947596263385736,0.9993133440146488,0.9993133440146488,0.9564731334769162,4
DT_and_ATIS_Int,DT,0.9965237543453072,0.9979123173277662,0.3007874015748031,0.996512438967682,0.9946424411833216,0.9993044284720612,0.9993044284720612,0.8978553157632859,4
ENR,no,0.88604898828541,0.9315068493150684,0.9318637274549098,0.8791443850267379,0.7811088295687885,0.9005563282336578,0.9318563276267204,0.8917264907873275,4
ENR,yes,0.1574803149606299,0.0,0.0,0.1374045801526717,0.3014416775884665,0.1118012422360248,0.0730593607305936,0.11159816795262666,1
GPR,1,0.2107843137254902,0.1200828157349896,0.0515021459227467,0.3018065887353878,0.2567865003668378,0.3461117196056955,0.5063001145475372,0.2561963140912407,1
GPR,2,0.0361663652802893,0.0,0.0,0.145413870246085,0.0822942643391521,0.1188405797101449,0.2571075401730531,0.09140323139267491,1
GPR,3,0.2162637362637362,0.0442532267977873,0.1621621621621621,0.2395348837209302,0.2872117400419287,0.2746425884123402,0.366705024932873,0.22725333747596538,1
GPR,4,0.2634772057548968,0.1159556917275512,0.1163668665334221,0.2937580437580437,0.3783238815374921,0.3319801533603969,0.4526285384170999,0.27892719729841464,1
GPR,5,0.7259142330965535,0.730586004347625,0.726041025155147,0.7282847023106763,0.6243795620437955,0.7367759625271335,0.8132519616390584,0.7264619215885698,3
HS,hateSpeech,0.1867388362652233,0.0566801619433198,0.00836820083682,0.3153347732181425,0.1790510295434199,0.3392405063291139,0.1779359430604982,0.1804784930280768,1
HS,neither,0.8472306755934267,0.7115097159940209,0.0769230769230769,0.8091982597886888,0.6815642458100558,0.8280657395701644,0.8876474239602732,0.691734162519958,3
HS,offensiveLanguage,0.8988316516197556,0.9302437267379036,0.8863507859323758,0.9301198673807702,0.8344002226551628,0.9426735542396372,0.9588631264023934,0.9116404192811427,4
LMRC,negative,0.7577242275772422,0.7844728899989594,0.6511932479627475,0.8086253369272236,0.8067903051712295,0.8254698120751698,0.8578000836470097,0.7845822719085117,4
LMRC,positive,0.7576757675767576,0.8006929073236454,0.233695652173913,0.807973555043574,0.7992659802222449,0.825330132052821,0.8696818704484477,0.7277594092630577,3
LMRC_and_AT,AT,0.9998325799430772,0.997827903091061,0.375455802841695,0.9998325799430772,0.9906510851419033,0.9996652159357214,1.0,0.9090378809852193,4
LMRC_and_AT,LMRC,0.999949705778806,0.9993457802828244,0.001608040201005,0.999949705778806,0.9971811134601832,0.9998994064983402,1.0,0.8568476788571379,4
LMRC_and_ATIS_Int,ATIS_Int,0.9993008622698673,0.9997668454185124,0.2996505939902166,0.9986027014438752,0.9981378026070764,0.9995337995337996,1.0,0.899284657894764,4
LMRC_and_ATIS_Int,LMRC,0.999850381527106,0.999950132149803,0.0009968102073365,0.9997007182761372,0.9996009178888556,0.999900259325753,1.0,0.8571427456249987,4
LMRC_and_RS_and_SST,LMRC,0.9852911341042808,0.9946717603297476,0.0,0.9957852483692926,0.7427846739172207,0.9950308688450537,0.998097717260713,0.8159516289751868,4
LMRC_and_RS_and_SST,RS,0.2042788129744651,0.1454545454545454,0.1096681096681096,0.597918637653737,0.3389335281227172,0.6279306829765545,0.7073891625615764,0.39022478277310074,2
LMRC_and_RS_and_SST,SST,0.985136052645323,0.9930874141116393,0.9009782598461524,0.995151856369835,0.9261981901463524,0.9958123255135632,0.996840755299294,0.9704578362760229,4
LMRC_and_RS_and_YTS,LMRC,0.9942988597719544,0.9956692717407536,0.0003993211540381,0.9971518512966572,0.966960134533584,0.9977045908183632,0.9981547055009724,0.8500483906880462,4
LMRC_and_RS_and_YTS,RS,0.8003259983700082,0.8902333621434745,0.0581518540317834,0.8719253604749788,0.4166666666666667,0.9061976549413736,0.9393414211438474,0.697548902538876,3
LMRC_and_RS_and_YTS,YTS,0.7957839262187089,0.845108695652174,0.2213256484149856,0.850632911392405,0.8389830508474577,0.8850267379679145,0.9395109395109396,0.768053130000655,4
LRR,1,0.3419354838709677,0.1052631578947368,0.0,0.5409090909090909,0.4504854368932039,0.5206812652068127,0.553921568627451,0.3590280004860376,2
LRR,2,0.1440922190201729,0.008695652173913,0.0,0.3192488262910798,0.2345924453280318,0.2570694087403599,0.2214765100671141,0.16931072308866738,1
LRR,3,0.2406947890818858,0.0932038834951456,0.008714596949891,0.3596287703016241,0.3253968253968254,0.360919540229885,0.4154025670945157,0.2577087103642532,1
LRR,4,0.4340753424657534,0.3173184357541899,0.179714091218516,0.4462659380692167,0.4563456345634564,0.4564831261101243,0.5656735207721361,0.4079822984219132,2
LRR,5,0.5836298932384342,0.6470301850048686,0.5730113006869044,0.6271072151045178,0.6267978803936413,0.6495956873315364,0.7452445652173912,0.6360595324253276,3
NYR_10,Career,0.1935483870967741,0.1935483870967741,0.16,0.2105263157894737,0.3333333333333333,0.1764705882352941,0.4651162790697674,0.2475061843744881,1
NYR_10,Education/Training,0.0,0.0,0.0,0.25,0.2352941176470588,0.2857142857142857,0.5263157894736842,0.1853320275478612,1
NYR_10,Family/Friends/Relationships,0.1237113402061855,0.2553191489361702,0.0259740259740259,0.3698630136986301,0.2989690721649484,0.3255813953488372,0.4,0.25705971376125675,1
NYR_10,Finance,0.3076923076923076,0.7142857142857142,0.5625,0.689655172413793,0.4578313253012048,0.689655172413793,0.7575757575757576,0.5970279213832244,3
NYR_10,Health_&_Fitness,0.2375,0.5765124555160144,0.2040816326530612,0.5723076923076923,0.6060606060606061,0.5496688741721855,0.6990291262135923,0.4921657695604503,2
NYR_10,Humor,0.2422680412371134,0.3076923076923077,0.3307086614173228,0.3838862559241706,0.3870967741935484,0.4038461538461538,0.4732142857142857,0.36124464000355744,2
NYR_10,Personal_Growth,0.4492911668484187,0.5872259294566253,0.5148305084745762,0.541507024265645,0.5448818897637795,0.5803357314148682,0.6631989596879064,0.5544673157016885,2
NYR_10,Philanthropic,0.125,0.2352941176470588,0.2352941176470588,0.4761904761904761,0.2105263157894737,0.4,0.5714285714285715,0.32196194267180556,2
NYR_10,Recreation_&_Leisure,0.1104294478527607,0.2837837837837837,0.2377622377622377,0.3473053892215568,0.4454976303317535,0.425287356321839,0.522167487684729,0.3388904761369515,2
NYR_10,Time_Management/Organization,0.0869565217391304,0.1052631578947368,0.1904761904761905,0.2,0.2040816326530612,0.16,0.0,0.13525392896615987,1
NYR_10_and_AT,AT,0.9993250084373944,0.9991572560256194,0.9127537579420424,0.9993256911665545,0.98859962565935,0.9993256911665545,1.0,0.985498147199645,4
NYR_10_and_AT,NYR_10,0.9979338842975206,0.9974079834110938,0.6004258339247694,0.9979274611398964,0.9662468513853903,0.9979274611398964,1.0,0.9368384964712239,4
NYR_10_and_ATIS_Int,ATIS_Int,0.9988492520138088,0.9995393827729157,0.8483189992181391,0.9990791896869246,1.0,0.9995393827729157,1.0,0.977903743780672,4
NYR_10_and_ATIS_Int,NYR_10,0.9974987493746872,0.9990009990009988,0.3680781758957654,0.998,1.0,0.9990009990009988,1.0,0.9087969890389215,4
NYR_115,Acheive_My_Goals,0.0,0.1,0.0,0.0,0.0,0.0,0.1481481481481481,0.035449735449735446,0
NYR_115,Adopt_a_pet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Appreciate_what_I_have,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Ask_for_a_promotion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Ask_for_a_raise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Be_More_Confident,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Be_More_Fun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Be_better_at_keeping_in_touch_with_loved_ones_or_friends,0.0,0.1818181818181818,0.0,0.2352941176470588,0.25,0.1538461538461538,0.0571428571428571,0.12544304435060732,1
NYR_115,Be_more_friendly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Be_more_positive,0.0,0.2465753424657534,0.1348314606741573,0.2369337979094076,0.2569269521410579,0.26875,0.3555555555555555,0.21422472982084736,1
NYR_115,Buy_a_motorcycle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Cash_in_on_my_stock_options,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Clean_something,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Cook_more,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Curse_less,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Donate_more_to_charity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Drink_Less_Caffine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Drink_more_water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Eat_Less_Sugar,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.07142857142857142,0
NYR_115,Eat_fewer_carbs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Eat_healthier,0.2702702702702702,0.2592592592592592,0.0714285714285714,0.1777777777777777,0.2127659574468085,0.1886792452830188,0.3728813559322034,0.2218660624854156,1
NYR_115,Eat_less_meat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Eat_more_vegetables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Excersize_More,0.0,0.2978723404255319,0.196078431372549,0.4,0.2264150943396226,0.358974358974359,0.4533333333333333,0.27609622263505657,1
NYR_115,Face_Fears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Find_a_Girlfriend,0.0,0.2222222222222222,0.0,0.4,0.0,0.3076923076923076,0.1428571428571428,0.15325309611023893,1
NYR_115,Find_a_charity_to_support,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Finish_school,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Fix_up_my_home_office,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Focus_on_My_Future,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Focus_on_Religion_and_Faith,0.0,0.5263157894736842,0.1999999999999999,0.4285714285714285,0.4285714285714285,0.4615384615384615,0.5,0.3635710154507147,2
NYR_115,Focus_on_my_self,0.0,0.1578947368421052,0.135593220338983,0.2264150943396226,0.1333333333333333,0.1176470588235294,0.0666666666666666,0.11965001576346289,1
NYR_115,Get_a_new_job,0.0,0.2352941176470588,0.25,0.3529411764705882,0.1666666666666666,0.3529411764705882,0.303030303030303,0.23726763432645778,1
NYR_115,Get_a_tattoo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Get_dream_job,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Get_more_sleep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Get_my_degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Get_my_life_together,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Go_gluten_free,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Go_to_Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Go_to_the_gym_more,0.3448275862068966,0.3571428571428571,0.0,0.16,0.1052631578947368,0.0833333333333333,0.0,0.15008099065397484,1
NYR_115,Gossip_Less,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NYR_115,Have_a_baby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
